,source, target, distance,Unnamed: 3,in_hra_pop
693,VH_F_caudate_lobe,VH_F_esophageal_impression_of_liver,-1,,False
694,VH_F_diaphragmatic_surface_of_liver,VH_F_gastric_impression_of_liver,-1,,False
695,VH_F_capsule_of_the_liver,VH_F_right_posteroinferior_segment,-1,,False
696,VH_F_left_inferomedial_segment,VH_F_left_superomedial_segment,-1,,False
697,VH_F_left_superomedial_segment,VH_F_ligamentum_venosum,-1,,False
698,VH_F_diaphragmatic_surface_of_liver,VH_F_quadrate_lobe,-1,,False
699,VH_F_caudate_lobe,VH_F_duodenal_impression_of_liver,-1,,False
700,VH_F_falciform_ligament,VH_F_left_superomedial_segment1,-1,,False
701,VH_F_porta_hepatis,VH_F_quadrate_lobe,-1,,False
702,VH_F_ligamentum_venosum,VH_F_triangular_ligament_of_liver,-1,,False
703,VH_F_bare_area_of_liver,VH_F_right_anterosuperior_segment,-1,,False
704,VH_F_capsule_of_the_liver,VH_F_gastric_impression_of_liver,-1,,False
705,VH_F_capsule_of_the_liver,VH_F_diaphragmatic_surface_of_liver,-1,,False
706,VH_F_hepataduodenal_ligament,VH_F_quadrate_lobe,-1,,False
707,VH_F_capsule_of_the_liver,VH_F_quadrate_lobe,-1,,False
708,VH_F_esophageal_impression_of_liver,VH_F_left_superomedial_segment,-1,,False
709,VH_F_bare_area_of_liver,VH_F_coronary_ligament_of_liver,-1,,False
710,VH_F_left_superomedial_segment,VH_F_triangular_ligament_of_liver,-1,,False
711,VH_F_bare_area_of_liver,VH_F_diaphragmatic_surface_of_liver,-1,,False
712,VH_F_capsule_of_the_liver,VH_F_left_superomedial_segment1,-1,,False
713,VH_F_caudate_lobe,VH_F_left_superomedial_segment,-1,,False
714,VH_F_capsule_of_the_liver,VH_F_falciform_ligament,-1,,False
715,VH_F_capsule_of_the_liver,VH_F_ligamentum_venosum,-1,,False
716,VH_F_renal_impression_of_liver,VH_F_right_anteroinferior_segment,-1,,False
717,VH_F_left_anterolateral_segment,VH_F_left_superomedial_segment,-1,,False
718,VH_F_quadrate_lobe,VH_F_round_ligament_of_liver,-1,,False
719,VH_F_diaphragmatic_surface_of_liver,VH_F_porta_hepatis,-1,,False
720,VH_F_falciform_ligament,VH_F_round_ligament_of_liver,-1,,False
721,VH_F_caudate_lobe,VH_F_hepataduodenal_ligament,-1,,False
722,VH_F_right_posteroinferior_segment,VH_F_suprarenal_impression_of_liver,-1,,False
723,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_medial_bronchus,-1,,False
724,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_superior_lobar_bronchus,-1,,False
725,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_lingula_inferior_bronchi,-1,,False
726,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_posterior_basal_bronchus,-1,,False
727,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_anterior_bronchus,-1,,False
728,VH_F_hilum_R,VH_F_right_medial_basal_bronchopulmonary_segment,-1,,False
729,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_lingula_inferior_bronchopulmonary_segment,-1,,False
730,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_R,-1,,False
731,VH_F_hilum_L,VH_F_hilum_lower_L,-1,,False
732,VH_F_right_medial_basal_bronchopulmonary_segment,VH_F_right_medial_bronchopulmonary_segment,-1,,False
733,VH_F_right_apical_bronchopulmonary_segment,VH_F_right_superior_bronchopulmonary_segment,-1,,False
734,VH_F_hilum_R,VH_F_right_anterior_basal_bronchopulmonary_segment,-1,,False
735,VH_F_left_inferior_lobar_bronchus,VH_F_left_posterior_basal_bronchopulmonary_segment,-1,,False
736,VH_F_hilum_R,VH_F_right_inferior_lobar_bronchus,-1,,False
737,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_apical_bronchus,-1,,False
738,VH_F_right_apical_bronchus,VH_F_right_superior_lobar_bronchus,-1,,False
739,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_posterior_basal_bronchopulmonary_segment,-1,,False
740,VH_F_hilum_upper_L,VH_F_lingula_inferior_bronchopulmonary_segment,-1,,False
741,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_medial_basal_bronchus,-1,,False
742,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_inferior_lobar_bronchus,-1,,False
743,VH_F_left_medial_basal_bronchopulmonary_segment,VH_F_lingula_superior_bronchopulmonary_segment,-1,,False
744,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_anterior_basal_bronchus,-1,,False
745,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_posterior_bronchus,-1,,False
746,VH_F_hilum_upper_L,VH_F_left_apical_bronchopulmonary_segment,-1,,False
747,VH_F_left_lingula_superior_bronchus,VH_F_left_superior_lobar_bronchus,-1,,False
748,VH_F_left_apical_bronchopulmonary_segment,VH_F_left_posterior_bronchopulmonary_segment,-1,,False
749,VH_F_left_posterior_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,-1,,False
750,VH_F_right_posterior_bronchus,VH_F_right_superior_bronchopulmonary_segment,-1,,False
751,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_medial_basal_bronchus,-1,,False
752,VH_F_hilum_L,VH_F_left_apical_bronchopulmonary_segment,-1,,False
753,VH_F_hilum_L,VH_F_left_posterior_bronchopulmonary_segment,-1,,False
754,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,-1,,False
755,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_hilum_lower_R,-1,,False
756,VH_F_hilum_upper_R,VH_F_right_superior_lobar_bronchus,-1,,False
757,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_hilum_upper_L,-1,,False
758,VH_F_hilum_lower_R,VH_F_right_posterior_bronchus,-1,,False
759,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_superior_bronchus,-1,,False
760,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_lateral_basal_bronchus,-1,,False
761,VH_F_hilum_upper_R,VH_F_right_anterior_bronchus,-1,,False
762,VH_F_right_anterior_bronchus,VH_F_right_superior_lobar_bronchus,-1,,False
763,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_lingula_inferior_bronchi,-1,,False
764,VH_F_right_medial_basal_bronchopulmonary_segment,VH_F_right_posterior_basal_bronchopulmonary_segment,-1,,False
765,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_posterior_basal_bronchus,-1,,False
766,VH_F_left_anterior_bronchopulmonary_segment,VH_F_lingula_superior_bronchopulmonary_segment,-1,,False
767,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_posterior_bronchus,-1,,False
768,VH_F_right_apical_bronchus,VH_F_right_posterior_bronchus,-1,,False
769,VH_F_right_inferior_lobar_bronchus,VH_F_right_medial_basal_bronchus,-1,,False
770,VH_F_hilum_R,VH_F_right_superior_bronchus,-1,,False
771,VH_F_hilum_lower_L,VH_F_hilum_upper_L,-1,,False
772,VH_F_left_anterior_basal_bronchus,VH_F_left_inferior_lobar_bronchus,-1,,False
773,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_lateral_basal_bronchopulmonary_segment,-1,,False
774,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_superior_lobar_bronchus,-1,,False
775,VH_F_hilum_R,VH_F_hilum_middle_R,-1,,False
776,VH_F_hilum_L,VH_F_hilum_upper_L,-1,,False
777,VH_F_right_inferior_lobar_bronchus,VH_F_right_lateral_basal_bronchus,-1,,False
778,VH_F_hilum_upper_R,VH_F_right_apical_bronchopulmonary_segment,-1,,False
779,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_superior_bronchus,-1,,False
780,VH_F_hilum_upper_L,VH_F_left_posterior_bronchus,-1,,False
781,VH_F_left_inferior_lobar_bronchus,VH_F_left_medial_basal_bronchus,-1,,False
782,VH_F_hilum_lower_R,VH_F_right_superior_lobar_bronchus,-1,,False
783,VH_F_left_anterior_bronchus,VH_F_left_superior_lobar_bronchus,-1,,False
784,VH_F_hilum_L,VH_F_left_posterior_bronchus,-1,,False
785,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_middle_R,-1,,False
786,VH_F_left_posterior_bronchus,VH_F_left_superior_lobar_bronchus,-1,,False
787,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_medial_basal_bronchus,-1,,False
788,VH_F_hilum_R,VH_F_hilum_upper_R,-1,,False
789,VH_F_hilum_upper_R,VH_F_right_posterior_bronchus,-1,,False
790,VH_F_right_anterior_basal_bronchus,VH_F_right_inferior_lobar_bronchus,-1,,False
791,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_lateral_bronchus,-1,,False
792,VH_F_hilum_upper_L,VH_F_left_superior_lobar_bronchus,-1,,False
793,VH_F_hilum_lower_L,VH_F_left_superior_lobar_bronchus,-1,,False
794,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_anterior_basal_bronchus,-1,,False
795,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_middle_lobar_bronchus,-1,,False
796,VH_F_hilum_L,VH_F_left_superior_lobar_bronchus,-1,,False
797,VH_F_right_medial_bronchus,VH_F_right_middle_lobar_bronchus,-1,,False
798,VH_F_hilum_R,VH_F_right_superior_bronchopulmonary_segment,-1,,False
799,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_upper_R,-1,,False
800,VH_F_hilum_middle_R,VH_F_right_anterior_bronchopulmonary_segm,-1,,False
801,VH_F_hilum_lower_R,VH_F_right_medial_bronchopulmonary_segment,-1,,False
802,VH_F_left_inferior_lobar_bronchus,VH_F_left_superior_bronchus,-1,,False
803,VH_F_hilum_upper_L,VH_F_left_posterior_bronchopulmonary_segment,-1,,False
804,VH_F_cartilage_of_lobar_bronchus_L,VH_F_hilum_upper_L,-1,,False
805,VH_F_left_apical_bronchus,VH_F_left_superior_lobar_bronchus,-1,,False
806,VH_F_left_posterior_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,-1,,False
807,VH_F_hilum_lower_R,VH_F_right_posterior_bronchopulmonary_segment,-1,,False
808,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_inferior_lobar_bronchus,-1,,False
809,VH_F_hilum_middle_R,VH_F_right_medial_bronchopulmonary_segment,-1,,False
810,VH_F_right_inferior_lobar_bronchus,VH_F_right_middle_lobar_bronchus,-1,,False
811,VH_F_left_lingula_inferior_bronchi,VH_F_left_superior_lobar_bronchus,-1,,False
812,VH_F_hilum_middle_R,VH_F_right_posterior_bronchopulmonary_segment,-1,,False
813,VH_F_left_medial_basal_bronchopulmonary_segment,VH_F_left_posterior_basal_bronchopulmonary_segment,-1,,False
814,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_posterior_bronchus,-1,,False
815,VH_F_hilum_middle_R,VH_F_right_middle_lobar_bronchus,-1,,False
816,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
817,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_medial_bronchus,-1,,False
818,VH_F_right_posterior_bronchus,VH_F_right_superior_lobar_bronchus,-1,,False
819,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_anterior_basal_bronchus,-1,,False
820,VH_F_hilum_upper_R,VH_F_right_anterior_bronchopulmonary_segm,-1,,False
821,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
822,VH_F_hilum_lower_L,VH_F_left_superior_bronchopulmonary_segment,-1,,False
823,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_superior_lobar_bronchus,-1,,False
824,VH_F_hilum_L,VH_F_left_superior_bronchopulmonary_segment,-1,,False
825,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_hilum_R,-1,,False
826,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_lingula_superior_bronchopulmonary_segment,-1,,False
827,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_posterior_bronchopulmonary_segment,-1,,False
828,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_apical_bronchopulmonary_segment,-1,,False
829,VH_F_right_anterior_bronchus,VH_F_right_apical_bronchus,-1,,False
830,VH_F_hilum_lower_L,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
831,VH_F_hilum_lower_R,VH_F_right_posterior_basal_bronchopulmonary_segment,-1,,False
832,VH_F_hilum_upper_R,VH_F_right_posterior_bronchopulmonary_segment,-1,,False
833,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_apical_bronchus,-1,,False
834,VH_F_hilum_lower_R,VH_F_right_lateral_bronchopulmonary_segmennt,-1,,False
835,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_lingula_superior_bronchus,-1,,False
836,VH_F_hilum_R,VH_F_right_posterior_bronchus,-1,,False
837,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_inferior_lobar_bronchus,-1,,False
838,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_medial_basal_bronchopulmonary_segment,-1,,False
839,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_hilum_upper_R,-1,,False
840,VH_F_hilum_middle_R,VH_F_right_lateral_bronchopulmonary_segmennt,-1,,False
841,VH_F_hilum_lower_R,VH_F_right_medial_basal_bronchopulmonary_segment,-1,,False
842,VH_F_left_lateral_basal_bronchopulmonary_segment,VH_F_left_posterior_basal_bronchopulmonary_segment,-1,,False
843,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_posterior_bronchus,-1,,False
844,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_apical_bronchus,-1,,False
845,VH_F_hilum_R,VH_F_hilum_lower_R,-1,,False
846,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_medial_bronchopulmonary_segment,-1,,False
847,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_lateral_basal_bronchus,-1,,False
848,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_inferior_lobar_bronchus,-1,,False
849,VH_F_left_lingula_inferior_bronchi,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
850,VH_F_right_posterior_bronchopulmonary_segment,VH_F_right_superior_bronchopulmonary_segment,-1,,False
851,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_superior_bronchopulmonary_segment,-1,,False
852,VH_F_hilum_lower_R,VH_F_right_anterior_basal_bronchopulmonary_segment,-1,,False
853,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_anterior_bronchus,-1,,False
854,VH_F_hilum_middle_R,VH_F_right_medial_basal_bronchopulmonary_segment,-1,,False
855,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_lateral_bronchus,-1,,False
856,VH_F_right_anterior_bronchopulmonary_segm,VH_F_right_apical_bronchopulmonary_segment,-1,,False
857,VH_F_hilum_lower_R,VH_F_right_inferior_lobar_bronchus,-1,,False
858,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_posterior_basal_bronchus,-1,,False
859,VH_F_hilum_lower_R,VH_F_hilum_upper_R,-1,,False
860,VH_F_left_inferior_lobar_bronchus,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
861,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_hilum_L,-1,,False
862,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_hilum_lower_L,-1,,False
863,VH_F_left_anterior_bronchus,VH_F_left_apical_bronchus,-1,,False
864,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_lower_R,-1,,False
865,VH_F_left_lingula_inferior_bronchi,VH_F_lingula_superior_bronchopulmonary_segment,-1,,False
866,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
867,VH_F_right_lateral_bronchopulmonary_segmennt,VH_F_right_medial_bronchopulmonary_segment,-1,,False
868,VH_F_hilum_middle_R,VH_F_right_anterior_basal_bronchopulmonary_segment,-1,,False
869,VH_F_hilum_R,VH_F_right_superior_lobar_bronchus,-1,,False
870,VH_F_hilum_middle_R,VH_F_hilum_upper_R,-1,,False
871,VH_F_hilum_lower_R,VH_F_right_superior_bronchopulmonary_segment,-1,,False
872,VH_F_hilum_R,VH_F_right_anterior_bronchus,-1,,False
873,VH_F_hilum_R,VH_F_right_anterior_bronchopulmonary_segm,-1,,False
874,VH_F_left_medial_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,-1,,False
875,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_superior_lobar_bronchus,-1,,False
876,VH_F_right_apical_bronchopulmonary_segment,VH_F_right_posterior_bronchopulmonary_segment,-1,,False
877,VH_F_hilum_middle_R,VH_F_right_superior_bronchopulmonary_segment,-1,,False
878,VH_F_right_inferior_lobar_bronchus,VH_F_right_posterior_basal_bronchus,-1,,False
879,VH_F_hilum_lower_L,VH_F_left_inferior_lobar_bronchus,-1,,False
880,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_lingula_inferior_bronchi,-1,,False
881,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_anterior_bronchus,-1,,False
882,VH_F_hilum_L,VH_F_left_inferior_lobar_bronchus,-1,,False
883,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_lateral_basal_bronchopulmonary_segment,-1,,False
884,VH_F_hilum_R,VH_F_right_medial_bronchopulmonary_segment,-1,,False
885,VH_F_right_lateral_bronchus,VH_F_right_middle_lobar_bronchus,-1,,False
886,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_superior_bronchus,-1,,False
887,VH_F_hilum_R,VH_F_right_apical_bronchopulmonary_segment,-1,,False
888,VH_F_hilum_R,VH_F_right_posterior_bronchopulmonary_segment,-1,,False
889,VH_F_hilum_R,VH_F_right_middle_lobar_bronchus,-1,,False
890,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_lingula_superior_bronchus,-1,,False
891,VH_F_hilum_L,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
892,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_lateral_bronchopulmonary_segmennt,-1,,False
893,VH_F_hilum_upper_L,VH_F_left_lingula_inferior_bronchi,-1,,False
894,VH_F_hilum_lower_L,VH_F_left_lingula_inferior_bronchi,-1,,False
895,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_lateral_bronchus,-1,,False
896,VH_F_left_inferior_lobar_bronchus,VH_F_left_lateral_basal_bronchus,-1,,False
897,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_anterior_bronchopulmonary_segment,-1,,False
898,VH_F_hilum_lower_R,VH_F_right_superior_bronchus,-1,,False
899,VH_F_hilum_L,VH_F_left_lingula_inferior_bronchi,-1,,False
900,VH_F_hilum_upper_L,VH_F_lingula_superior_bronchopulmonary_segment,-1,,False
901,VH_F_hilum_upper_R,VH_F_right_superior_bronchopulmonary_segment,-1,,False
902,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,-1,,False
903,VH_F_lingula_inferior_bronchopulmonary_segment,VH_F_lingula_superior_bronchopulmonary_segment,-1,,False
904,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_middle_lobar_bronchus,-1,,False
905,VH_F_hilum_L,VH_F_lingula_superior_bronchopulmonary_segment,-1,,False
906,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_anterior_bronchopulmonary_segment,-1,,False
907,VH_F_right_inferior_lobar_bronchus,VH_F_right_superior_bronchus,-1,,False
908,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_posterior_basal_bronchopulmonary_segment,-1,,False
909,VH_F_hilum_lower_R,VH_F_hilum_middle_R,-1,,False
910,VH_F_right_lateral_basal_bronchopulmonary_segment,VH_F_right_posterior_basal_bronchopulmonary_segment,-1,,False
911,VH_F_cartilage_of_lobar_bronchus_L,VH_F_hilum_L,-1,,False
912,VH_F_cartilage_of_lobar_bronchus_L,VH_F_hilum_lower_L,-1,,False
913,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_medial_basal_bronchopulmonary_segment,-1,,False
914,VH_F_left_lateral_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,-1,,False
915,VH_F_hilum_upper_L,VH_F_left_anterior_bronchopulmonary_segment,-1,,False
916,VH_F_hilum_lower_L,VH_F_left_anterior_bronchopulmonary_segment,-1,,False
917,VH_F_hilum_upper_L,VH_F_left_lingula_superior_bronchus,-1,,False
918,VH_F_right_anterior_bronchopulmonary_segm,VH_F_right_posterior_bronchopulmonary_segment,-1,,False
919,VH_F_left_inferior_lobar_bronchus,VH_F_left_posterior_basal_bronchus,-1,,False
920,VH_F_hilum_lower_L,VH_F_left_posterior_basal_bronchopulmonary_segment,-1,,False
921,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_medial_basal_bronchus,-1,,False
922,VH_F_hilum_L,VH_F_left_anterior_bronchopulmonary_segment,-1,,False
923,VH_F_hilum_L,VH_F_left_lingula_superior_bronchus,-1,,False
924,VH_F_hilum_R,VH_F_right_posterior_basal_bronchopulmonary_segment,-1,,False
925,VH_F_right_lateral_basal_bronchopulmonary_segment,VH_F_right_medial_basal_bronchopulmonary_segment,-1,,False
926,VH_F_hilum_R,VH_F_right_lateral_bronchopulmonary_segmennt,-1,,False
927,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_anterior_basal_bronchus,-1,,False
928,VH_F_cartilage_of_main_bronchus_L,VH_F_left_main_bronchus,-1,,False
929,VH_F_cartilage_of_main_bronchus_R,VH_F_right_main_bronchus,-1,,False
930,VH_F_areola_L,VH_F_nipple_L,-1,,False
931,VH_F_areolar_tubercles_L,VH_F_main_lactiferous_sinuses_L,-1,,False
932,VH_F_fat_L,VH_F_mammary_lobes_L,-1,,False
933,VH_F_areola_L,VH_F_main_lactiferous_sinuses_L,-1,,False
934,VH_F_areola_L,VH_F_areolar_tubercles_L,-1,,False
935,VH_F_fat_L,VH_F_suspensory_ligaments_L,-1,,False
936,VH_F_main_lactiferous_ducts_L,VH_F_nipple_L,-1,,False
937,VH_F_main_lactiferous_ducts_L,VH_F_main_lactiferous_sinuses_L,-1,,False
938,VH_F_areola_L,VH_F_main_lactiferous_ducts_L,-1,,False
939,VH_F_fat_L,VH_F_main_lactiferous_sinuses_L,-1,,False
940,VH_F_main_lactiferous_sinuses_L,VH_F_nipple_L,-1,,False
941,VH_F_fat_L,VH_F_main_lactiferous_ducts_L,-1,,False
942,VH_F_main_lactiferous_ducts_L,VH_F_mammary_lobes_L,-1,,False
943,VH_F_main_lactiferous_ducts_R,VH_F_main_lactiferous_sinuses_R,-1,,False
944,VH_F_fat_R,VH_F_mammary_lobes_R,-1,,False
945,VH_F_body_of_pancreas,VH_F_neck_of_pancreas,-1,,False
946,VH_F_body_of_pancreas,VH_F_tail_of_pancreas,-1,,False
947,VH_F_head_of_pancreas,VH_F_ucinate_process1,-1,,False
948,VH_F_head_of_pancreas,VH_F_neck_of_pancreas,-1,,False
949,VH_F_pubis_compact_bone_L,VH_F_pubis_spongy_bone_L,-1,,False
950,VH_F_ilium_compact_bone_L,VH_F_ilium_spongy_bone_L,-1,,False
951,VH_F_umbilical_artery_1,VH_F_umbilical_vein,-1,,False
952,VH_F_basal_plate,VH_F_chorionic_plate,-1,,False
953,VH_F_placenta_vessels,VH_F_umbilical_vein,-1,,False
954,VH_F_umbilical_artery_1,VH_F_umbilical_artery_2,-1,,False
955,VH_F_amnion,VH_F_umbilical_cord,-1,,False
956,VH_F_chorionic_plate,VH_F_placenta_vessels,-1,,False
957,VH_F_umbilical_artery_2,VH_F_umbilical_cord,-1,,False
958,VH_F_placenta_vessels,VH_F_umbilical_artery_2,-1,,False
959,VH_F_amnion,VH_F_umbilical_artery_1,-1,,False
960,VH_F_umbilical_cord,VH_F_umbilical_vein,-1,,False
961,VH_F_umbilical_artery_1,VH_F_umbilical_cord,-1,,False
962,VH_F_amnion,VH_F_umbilical_artery_2,-1,,False
963,VH_F_amnion,VH_F_umbilical_vein,-1,,False
964,VH_F_umbilical_artery_2,VH_F_umbilical_vein,-1,,False
965,VH_F_duodenum_descending,VH_F_duodenum_superior,-1,,False
966,VH_F_duodenum_ascending,VH_F_duodenum_horizontal,-1,,False
967,VH_F_duodenal_ampulla,VH_F_duodenum_superior,-1,,False
968,VH_F_duodenum_descending,VH_F_duodenum_horizontal,-1,,False
969,VH_F_duodenum_ascending,VH_F_jejenum,-1,,False
970,VH_F_duodenum_descending,VH_F_sphincter_of_heptopancreatic_ampulla,-1,,False
971,VH_F_ileum,VH_F_jejenum,-1,,False
972,VH_F_ileum,VH_F_ileum_terminal,-1,,False
973,VH_F_C7_segment_of_cervical_spinal_cord,VH_F_C8_segment_of_cervical_spinal_cord,-1,,False
974,VH_F_C8_segment_of_cervical_spinal_cord,VH_F_first_thoracic_spinal_cord_segment,-1,,False
975,VH_F_fifth_thoracic_spinal_cord_segment,VH_F_fourth_thoracic_spinal_cord_segment,-1,,False
976,VH_F_fourth_lumbar_spinal_cord_segment,VH_F_third_lumbar_spinal_cord_segment,-1,,False
977,VH_F_second_thoracic_spinal_cord_segment,VH_F_third_thoracic_spinal_cord_segment,-1,,False
978,VH_F_second_lumbar_spinal_cord_segment,VH_F_third_lumbar_spinal_cord_segment,-1,,False
979,VH_F_first_lumbar_spinal_cord_segment,VH_F_second_lumbar_spinal_cord_segment,-1,,False
980,VH_F_C6_segment_of_cervical_spinal_cord,VH_F_C7_segment_of_cervical_spinal_cord,-1,,False
981,VH_F_C4_segment_of_cervical_spinal_cord,VH_F_C5_segment_of_cervical_spinal_cord,-1,,False
982,VH_F_fourth_thoracic_spinal_cord_segment,VH_F_third_thoracic_spinal_cord_segment,-1,,False
983,VH_F_first_sacral_spinal_cord_segment,VH_F_second_sacral_spinal_cord_segment,-1,,False
984,VH_F_eleventh_thoracic_spinal_cord_segment,VH_F_tenth_thoracic_spinal_cord_segment,-1,,False
985,VH_F_eigth_thoracic_spinal_cord_segment,VH_F_ninth_thoracic_spinal_cord_segment,-1,,False
986,VH_F_C1_segment_of_cervical_spinal_cord,VH_F_C2_segment_of_cervical_spinal_cord,-1,,False
987,VH_F_second_sacral_spinal_cord_segment,VH_F_third_sacral_spinal_cord_segment,-1,,False
988,VH_F_C2_segment_of_cervical_spinal_cord,VH_F_C3_segment_of_cervical_spinal_cord,-1,,False
989,VH_F_fifth_thoracic_spinal_cord_segment,VH_F_sixth_thoracic_spinal_cord_segment,-1,,False
990,VH_F_first_thoracic_spinal_cord_segment,VH_F_second_thoracic_spinal_cord_segment,-1,,False
991,VH_F_C5_segment_of_cervical_spinal_cord,VH_F_C6_segment_of_cervical_spinal_cord,-1,,False
992,VH_F_C3_segment_of_cervical_spinal_cord,VH_F_C4_segment_of_cervical_spinal_cord,-1,,False
993,VH_F_eigth_thoracic_spinal_cord_segment,VH_F_seventh_thoracic_spinal_cord_segment,-1,,False
994,VH_F_fifth_lumbar_spinal_cord_segment,VH_F_fourth_lumbar_spinal_cord_segment,-1,,False
995,VH_F_first_lumbar_spinal_cord_segment,VH_F_twelfth_thoracic_spinal_cord_segment,-1,,False
996,VH_F_fifth_lumbar_spinal_cord_segment,VH_F_first_sacral_spinal_cord_segment,-1,,False
997,VH_F_ninth_thoracic_spinal_cord_segment,VH_F_tenth_thoracic_spinal_cord_segment,-1,,False
998,VH_F_fourth_sacral_spinal_cord_segment,VH_F_third_sacral_spinal_cord_segment,-1,,False
999,VH_F_seventh_thoracic_spinal_cord_segment,VH_F_sixth_thoracic_spinal_cord_segment,-1,,False
1000,VH_F_eleventh_thoracic_spinal_cord_segment,VH_F_twelfth_thoracic_spinal_cord_segment,-1,,False
